employee_id,org_id,team_id,store_id,city_id,employee_name,role,manager_employee_id,employment_type,shift_type,tenure_months,base_monthly_salary_inr,productivity_score,attendance_risk_score,active_flag
292,1,34,7,1,Guneet Deshmukh,packer,267,full_time,morning,26,22878,1.05,0.12,true
293,1,34,7,1,Qushi Deep,packer,267,contract,morning,34,19081,0.8,0.05,true
294,1,35,7,1,Abhiram Bail,inventory_associate,268,contract,morning,41,23377,0.75,0.07,true
295,1,35,7,1,Zilmil Bath,inventory_associate,268,full_time,morning,18,25174,1.0,0.12,true
296,1,35,7,1,Vivaan Magar,inventory_associate,268,contract,evening,9,20156,1.04,0.11,true
297,1,35,7,1,Robert Lad,inventory_associate,268,full_time,morning,10,19363,1.03,0.11,true
298,1,35,7,1,Sarthak Rama,inventory_associate,268,full_time,morning,37,21998,1.04,0.12,true
299,1,37,8,2,Sarthak Shere,dark_store_manager,27,full_time,day,1,56658,1.12,0.04,true
300,1,38,8,2,Zaitra Bains,inventory_lead,299,full_time,day,11,40019,1.07,0.05,true
301,1,39,8,2,Manya Sridhar,fleet_manager,27,full_time,day,34,48247,0.93,0.12,true
302,1,37,8,2,Harish Gopal,shift_lead,299,full_time,morning,22,34659,1.08,0.06,true
303,1,37,8,2,Ubika Brar,shift_lead,299,full_time,morning,41,29315,1.05,0.13,true
304,1,37,8,2,Gopal Sridhar,picker,299,full_time,evening,49,22755,0.89,0.1,true
305,1,37,8,2,Owen Boase,picker,299,full_time,morning,15,17490,1.04,0.13,true
306,1,37,8,2,Yashodhara Datta,picker,299,full_time,evening,41,22441,1.05,0.07,true
307,1,37,8,2,Veer Wali,picker,299,contract,morning,8,19987,0.97,0.05,true
308,1,37,8,2,Ishwar Rana,picker,299,contract,evening,6,16957,0.99,0.16,true
309,1,37,8,2,Robert Devan,picker,299,full_time,morning,33,18394,1.04,0.13,true
310,1,37,8,2,Pahal Varty,picker,299,contract,morning,27,23177,1.1,0.08,true
311,1,37,8,2,Elijah Dhaliwal,picker,299,contract,evening,43,20726,1.09,0.08,true
312,1,37,8,2,Darika Raja,packer,299,full_time,morning,36,20052,0.96,0.09,true
313,1,37,8,2,Netra Kala,packer,299,full_time,morning,36,20165,1.06,0.08,true
314,1,37,8,2,Warjas Gour,packer,299,full_time,morning,38,18125,0.99,0.17,true
315,1,37,8,2,Balvan Chandran,packer,299,full_time,morning,39,16797,1.0,0.13,true
316,1,37,8,2,Wyatt Hegde,packer,299,full_time,morning,5,17501,0.72,0.2,true
317,1,38,8,2,Kabir Kumer,inventory_associate,300,contract,morning,35,20184,1.01,0.12,true
318,1,38,8,2,Aarini Golla,inventory_associate,300,contract,morning,13,23033,0.76,0.09,true
319,1,40,9,2,Indali Gara,dark_store_manager,27,full_time,day,50,55763,1.02,0.09,true
320,1,41,9,2,Yochana Basu,inventory_lead,319,full_time,day,44,46962,1.01,0.1,true
321,1,42,9,2,Girindra Dasgupta,fleet_manager,27,full_time,day,4,37818,0.99,0.09,true
322,1,40,9,2,Yashawini Sibal,shift_lead,319,full_time,morning,13,24677,1.07,0.1,true
323,1,40,9,2,Bhavya Narula,shift_lead,319,full_time,evening,39,24974,0.93,0.12,true
324,1,40,9,2,Yoshita Palla,picker,319,contract,evening,8,21484,1.01,0.1,true
325,1,40,9,2,Idika Dash,picker,319,full_time,morning,28,20464,0.84,0.18,true
326,1,40,9,2,Aadhya Patla,picker,319,contract,morning,32,23250,0.89,0.05,true
327,1,40,9,2,Barkha Chada,picker,319,full_time,morning,10,17628,0.73,0.16,true
328,1,40,9,2,Meghana Agate,picker,319,full_time,morning,7,19072,0.77,0.12,true
329,1,40,9,2,Yatin Dasgupta,picker,319,full_time,morning,9,19316,0.99,0.17,true
330,1,40,9,2,Suhani Devi,picker,319,full_time,evening,49,20232,0.74,0.1,true
331,1,40,9,2,Teerth Kar,picker,319,full_time,evening,48,21818,0.96,0.14,true
332,1,40,9,2,Daksh Kota,picker,319,contract,morning,8,21102,0.93,0.09,true
333,1,40,9,2,Ekanta Tandon,picker,319,contract,evening,21,22948,0.85,0.12,true
334,1,40,9,2,Simon Sha,picker,319,full_time,evening,20,22980,0.87,0.05,true
335,1,40,9,2,Faras Sheth,picker,319,contract,evening,1,23146,0.85,0.13,true
336,1,40,9,2,Chavvi Roy,picker,319,full_time,morning,13,17621,0.8,0.07,true
337,1,40,9,2,Ishaan Thakur,picker,319,contract,evening,9,16271,0.73,0.13,true
338,1,40,9,2,Wahab Bera,picker,319,full_time,evening,23,16248,0.93,0.06,true
339,1,40,9,2,Reyansh Bajwa,packer,319,contract,morning,36,16379,1.02,0.16,true
340,1,40,9,2,Frado Bala,packer,319,contract,morning,16,18517,0.91,0.07,true
341,1,40,9,2,Amara Kalla,packer,319,full_time,morning,22,23472,0.82,0.07,true
342,1,40,9,2,Chatresh Mannan,packer,319,full_time,evening,30,23220,0.92,0.07,true
343,1,40,9,2,Turvi Prasad,packer,319,full_time,morning,11,21585,0.94,0.06,true
344,1,40,9,2,Luke Mitter,packer,319,full_time,evening,16,20755,1.03,0.16,true
345,1,40,9,2,Sachi Babu,packer,319,full_time,morning,5,22049,1.01,0.15,true
346,1,40,9,2,Charan Lala,packer,319,full_time,morning,31,22073,1.06,0.07,true
347,1,40,9,2,Janani Butala,packer,319,full_time,evening,31,17774,1.07,0.15,true
348,1,40,9,2,Waida Goswami,packer,319,contract,evening,19,16535,0.86,0.11,true
349,1,40,9,2,Amrita Keer,packer,319,full_time,evening,33,17952,1.0,0.12,true
350,1,41,9,2,Avi Dewan,inventory_associate,320,contract,evening,4,19247,0.76,0.11,true
351,1,41,9,2,Noah Rajagopal,inventory_associate,320,full_time,evening,9,24639,0.9,0.15,true
352,1,41,9,2,Ekbal Das,inventory_associate,320,full_time,evening,52,24497,1.06,0.09,true
353,1,41,9,2,Ekbal Ahluwalia,inventory_associate,320,contract,morning,7,18994,0.75,0.1,true
354,1,43,10,2,Urishilla Saxena,dark_store_manager,27,full_time,day,6,75701,1.11,0.06,true
355,1,44,10,2,Samarth Gara,inventory_lead,354,full_time,day,36,36606,0.93,0.07,true
356,1,45,10,2,Andrew Taneja,fleet_manager,27,full_time,day,47,36908,1.0,0.08,true
357,1,43,10,2,Shivani Gera,shift_lead,354,full_time,morning,18,28488,1.01,0.06,true
358,1,43,10,2,Jonathan Cherian,shift_lead,354,full_time,morning,15,34616,1.01,0.14,true
359,1,43,10,2,Ranveer Hegde,picker,354,full_time,morning,45,18341,1.08,0.17,true
360,1,43,10,2,Shaurya Bumb,picker,354,contract,evening,4,20209,1.05,0.06,true
361,1,43,10,2,Ira Subramanian,picker,354,full_time,evening,15,20620,0.95,0.1,true
362,1,43,10,2,Hritik Saini,picker,354,full_time,morning,5,16247,0.75,0.19,true
363,1,43,10,2,Sudiksha Vala,picker,354,full_time,morning,33,16688,0.75,0.2,true
364,1,43,10,2,Pavani Manda,picker,354,contract,morning,30,19972,0.84,0.11,true
365,1,43,10,2,Lakshit Pillai,picker,354,full_time,evening,15,18500,1.08,0.08,true
366,1,43,10,2,Inaya Kadakia,picker,354,contract,morning,17,16725,1.03,0.15,true
367,1,43,10,2,Aashi Patel,picker,354,full_time,evening,52,17833,1.03,0.08,true
368,1,43,10,2,Ayaan Ramaswamy,picker,354,contract,evening,21,17728,1.04,0.05,true
369,1,43,10,2,Gautam Khurana,picker,354,contract,morning,45,23058,1.09,0.15,true
370,1,43,10,2,Leena Setty,picker,354,contract,evening,45,18260,1.06,0.14,true
371,1,43,10,2,Eta Vasa,picker,354,full_time,morning,33,18947,1.08,0.18,true
372,1,43,10,2,Naksh Pillai,picker,354,full_time,evening,52,17630,0.91,0.07,true
373,1,43,10,2,Fitan Deo,picker,354,full_time,morning,51,17880,0.85,0.17,true
374,1,43,10,2,Unni Arya,picker,354,contract,evening,45,18946,0.93,0.15,true
375,1,43,10,2,Vanya Bath,packer,354,full_time,evening,48,18541,0.82,0.16,true
376,1,43,10,2,Jagat Sani,packer,354,full_time,evening,25,23143,0.88,0.14,true
377,1,43,10,2,Victor Purohit,packer,354,full_time,morning,33,18004,0.99,0.12,true
378,1,43,10,2,Aadhya Subramanian,packer,354,contract,evening,47,23203,0.95,0.07,true
379,1,43,10,2,Faqid Sachdeva,packer,354,full_time,evening,39,22636,1.0,0.14,true
380,1,43,10,2,Lavanya Gole,packer,354,contract,evening,50,18396,1.0,0.05,true
381,1,43,10,2,Nirja Halder,packer,354,full_time,morning,36,22017,0.89,0.08,true
382,1,43,10,2,Siddharth Pau,packer,354,full_time,morning,47,16814,0.73,0.17,true
383,1,43,10,2,Megha Nanda,packer,354,contract,evening,20,21914,0.99,0.07,true
384,1,43,10,2,Agastya Halder,packer,354,contract,morning,41,21287,1.03,0.19,true
385,1,43,10,2,Lekha Chaudry,packer,354,contract,morning,23,16977,1.02,0.17,true
386,1,44,10,2,Nidhi Lal,inventory_associate,355,full_time,morning,9,23924,1.0,0.05,true
387,1,44,10,2,Lakshit Singh,inventory_associate,355,full_time,morning,2,21292,0.8,0.14,true
388,1,44,10,2,Laksh Gala,inventory_associate,355,contract,evening,3,21273,1.05,0.05,true
389,1,44,10,2,Luke Sood,inventory_associate,355,contract,morning,27,24028,0.82,0.05,true
390,1,44,10,2,Hemangini Malhotra,inventory_associate,355,contract,morning,17,19431,1.02,0.05,true
391,1,44,10,2,Bhavna Natarajan,inventory_associate,355,full_time,evening,28,24311,1.01,0.04,true
392,1,44,10,2,Tanish Nadkarni,inventory_associate,355,contract,evening,37,25219,1.08,0.13,true
393,1,46,11,2,Qushi Bail,dark_store_manager,27,full_time,day,52,70535,1.01,0.11,true
394,1,47,11,2,Orinder Sethi,inventory_lead,393,full_time,day,27,37860,1.1,0.04,true
395,1,48,11,2,Abha Char,fleet_manager,27,full_time,day,7,58149,0.97,0.07,true
396,1,46,11,2,Tristan Hegde,shift_lead,393,full_time,morning,7,30267,1.08,0.11,true
397,1,46,11,2,Nikita Dewan,shift_lead,393,full_time,morning,46,37169,0.84,0.09,true
398,1,46,11,2,Bachittar Verma,picker,393,full_time,morning,32,19001,0.89,0.1,true
399,1,46,11,2,Vritti Kurian,picker,393,full_time,evening,9,19224,0.96,0.14,true
400,1,46,11,2,Odika Sanghvi,picker,393,full_time,morning,31,21007,1.09,0.19,true
401,1,46,11,2,Vivaan Edwin,picker,393,contract,evening,22,19946,0.8,0.14,true
402,1,46,11,2,Damini Hegde,picker,393,contract,evening,18,17404,0.95,0.15,true
403,1,46,11,2,Gautam Ghose,picker,393,contract,morning,36,18018,0.99,0.09,true
404,1,46,11,2,Joshua Gokhale,picker,393,full_time,evening,16,19035,0.86,0.05,true
405,1,46,11,2,Aditya Mukhopadhyay,picker,393,contract,evening,20,22712,0.89,0.09,true
406,1,46,11,2,Gaurika Mallick,packer,393,full_time,morning,9,19445,0.74,0.1,true
407,1,46,11,2,Vrinda Cherian,packer,393,full_time,evening,7,22958,0.98,0.15,true
408,1,46,11,2,Sarthak Chandran,packer,393,full_time,evening,6,23805,1.03,0.17,true
409,1,46,11,2,Januja Prashad,packer,393,contract,morning,45,18096,0.74,0.13,true
410,1,47,11,2,Ikshita More,inventory_associate,394,full_time,morning,17,22446,0.81,0.05,true
411,1,47,11,2,Daniel Narain,inventory_associate,394,full_time,evening,22,20895,0.78,0.09,true
412,1,49,12,2,Bhanumati Bala,dark_store_manager,27,full_time,day,51,70857,0.94,0.1,true
413,1,50,12,2,Kamala Lad,inventory_lead,412,full_time,day,25,35348,0.9,0.07,true
414,1,51,12,2,Kai Lala,fleet_manager,27,full_time,day,28,45035,0.87,0.08,true
415,1,49,12,2,Ojasvi Pant,shift_lead,412,full_time,evening,23,35073,1.02,0.05,true
416,1,49,12,2,Chandresh Bhatnagar,shift_lead,412,full_time,evening,8,31337,0.85,0.07,true
417,1,49,12,2,Anmol Majumdar,picker,412,contract,morning,7,22561,1.01,0.11,true
418,1,49,12,2,Naveen Sura,picker,412,contract,morning,19,23138,0.91,0.14,true
419,1,49,12,2,Chakradhar Gupta,picker,412,contract,evening,12,16367,0.94,0.15,true
420,1,49,12,2,Gautam Roy,picker,412,full_time,evening,36,16459,0.97,0.13,true
421,1,49,12,2,Mitesh Krish,picker,412,full_time,evening,27,17145,0.72,0.12,true
422,1,49,12,2,Qushi Kunda,picker,412,contract,evening,24,18368,0.88,0.14,true
423,1,49,12,2,Jagdish Palla,picker,412,full_time,morning,44,17434,0.86,0.1,true
424,1,49,12,2,Aahana Sahota,picker,412,full_time,morning,16,21882,0.89,0.13,true
425,1,49,12,2,Timothy Padmanabhan,picker,412,full_time,evening,10,22065,0.97,0.13,true
426,1,49,12,2,Unni Panchal,picker,412,contract,evening,49,16025,0.78,0.14,true
427,1,49,12,2,Yuvraj Mandal,picker,412,full_time,morning,41,23882,0.76,0.19,true
428,1,49,12,2,Aarini Rao,picker,412,contract,morning,32,18888,1.0,0.2,true
429,1,49,12,2,Yamini Natt,packer,412,full_time,morning,30,20284,1.01,0.2,true
430,1,49,12,2,Omisha Peri,packer,412,full_time,evening,48,20460,0.87,0.11,true
431,1,49,12,2,Sarthak Bassi,packer,412,full_time,evening,32,22813,0.86,0.19,true
432,1,49,12,2,Arunima Nagy,packer,412,full_time,morning,9,22713,0.86,0.11,true
433,1,49,12,2,Benjamin Bala,packer,412,contract,morning,13,22965,1.0,0.13,true
434,1,49,12,2,Vansha Madan,packer,412,full_time,evening,18,22760,1.03,0.11,true
435,1,49,12,2,Aarna Chacko,packer,412,full_time,evening,48,18580,0.82,0.09,true
436,1,49,12,2,Manan Pall,packer,412,full_time,evening,36,18613,0.76,0.09,true
437,1,49,12,2,Jhalak Tripathi,packer,412,full_time,evening,43,17647,1.04,0.13,true
438,1,50,12,2,Tarak Dube,inventory_associate,413,contract,evening,26,18607,1.04,0.06,true
439,1,50,12,2,Gautami Kuruvilla,inventory_associate,413,contract,evening,11,18471,0.88,0.11,true
440,1,50,12,2,Upma Wagle,inventory_associate,413,contract,evening,28,22626,0.93,0.15,true
441,1,52,13,2,Yamini Randhawa,dark_store_manager,27,full_time,day,28,59895,1.01,0.11,true
442,1,53,13,2,William Vyas,inventory_lead,441,full_time,day,1,45176,0.97,0.06,true
443,1,54,13,2,Irya Madan,fleet_manager,27,full_time,day,11,59449,0.98,0.07,true
444,1,52,13,2,Kavya Ravi,shift_lead,441,full_time,morning,14,26359,0.83,0.09,true
445,1,52,13,2,Falak Nath,shift_lead,441,full_time,evening,19,34685,0.96,0.06,true
446,1,52,13,2,Brinda Buch,picker,441,contract,evening,4,23745,0.93,0.15,true
447,1,52,13,2,Aachal Sandal,picker,441,full_time,morning,52,22702,1.01,0.17,true
448,1,52,13,2,Aarnav Chaudhuri,picker,441,contract,evening,18,16519,0.98,0.08,true
449,1,52,13,2,Abha Bhasin,picker,441,full_time,morning,31,17954,0.91,0.19,true
450,1,52,13,2,Yadavi Ratta,picker,441,contract,evening,6,16528,0.78,0.13,true
451,1,52,13,2,Avni Baria,picker,441,contract,morning,51,16562,1.04,0.06,true
452,1,52,13,2,Girik Chaudhry,picker,441,contract,evening,36,23264,0.88,0.09,true
453,1,52,13,2,Anya Bhagat,picker,441,contract,morning,36,16638,0.73,0.08,true
454,1,52,13,2,Hemal Loyal,picker,441,contract,evening,48,16772,0.82,0.1,true
455,1,52,13,2,Bakhshi Lad,picker,441,full_time,morning,30,16673,1.09,0.15,true
456,1,52,13,2,Chakrika Gera,picker,441,contract,evening,47,21886,1.05,0.2,true
457,1,52,13,2,Chatura Johal,picker,441,full_time,morning,38,21905,0.99,0.07,true
458,1,52,13,2,Omisha Lala,picker,441,full_time,morning,47,21952,0.82,0.08,true
459,1,52,13,2,Diya Ahuja,picker,441,full_time,morning,3,16547,1.07,0.14,true
460,1,52,13,2,Anay Chokshi,packer,441,full_time,evening,9,22574,0.92,0.12,true
461,1,52,13,2,Vaishnavi Nagarajan,packer,441,full_time,evening,44,21975,0.93,0.13,true
462,1,52,13,2,Abha Mand,packer,441,contract,morning,46,23539,1.04,0.11,true
463,1,52,13,2,Tripti Goyal,packer,441,full_time,evening,6,18091,0.94,0.16,true
464,1,52,13,2,Yoshita Rau,packer,441,contract,morning,9,17655,0.87,0.08,true
465,1,52,13,2,Manan Sampath,packer,441,full_time,evening,45,17483,0.86,0.17,true
466,1,52,13,2,Noah Parmar,packer,441,contract,morning,33,16177,0.76,0.18,true
467,1,52,13,2,Hardik Sangha,packer,441,full_time,evening,40,23656,0.85,0.12,true
468,1,53,13,2,Viraj Kala,inventory_associate,442,full_time,morning,26,18266,0.84,0.15,true
469,1,53,13,2,Kritika Oak,inventory_associate,442,full_time,evening,36,19231,0.85,0.11,true
470,1,53,13,2,Unni Ram,inventory_associate,442,full_time,evening,34,25646,0.81,0.11,true
471,1,55,14,2,Devika Kala,dark_store_manager,27,full_time,day,43,47110,1.09,0.1,true
472,1,56,14,2,Janani Pandya,inventory_lead,471,full_time,day,21,34558,0.99,0.07,true
473,1,57,14,2,Indrajit Chaudhari,fleet_manager,27,full_time,day,41,41160,0.97,0.08,true
474,1,55,14,2,Manya Zacharia,shift_lead,471,full_time,morning,9,36057,0.82,0.06,true
475,1,55,14,2,Advika Jha,shift_lead,471,full_time,evening,34,29732,0.96,0.1,true
476,1,55,14,2,Vedika Mammen,picker,471,contract,morning,6,18158,0.83,0.14,true
477,1,55,14,2,Arjun Gala,picker,471,full_time,morning,19,23613,0.85,0.16,true
478,1,55,14,2,Abhiram Bhargava,picker,471,full_time,morning,45,22153,0.78,0.09,true
479,1,55,14,2,Qadim Chhabra,picker,471,contract,morning,27,23347,1.02,0.09,true
480,1,55,14,2,Bhavini Tella,picker,471,full_time,morning,37,17759,0.88,0.11,true
481,1,55,14,2,Parth Bandi,picker,471,contract,evening,44,20657,0.78,0.18,true
482,1,55,14,2,Advaith Kannan,picker,471,full_time,morning,13,17275,0.97,0.14,true
483,1,55,14,2,Yashoda Goda,picker,471,full_time,morning,43,20404,0.81,0.16,true
484,1,55,14,2,Ikbal Gala,picker,471,contract,evening,10,20207,0.86,0.07,true
485,1,55,14,2,Oni Tak,picker,471,contract,evening,21,23163,1.08,0.12,true
486,1,55,14,2,Oscar Keer,picker,471,full_time,morning,15,20015,0.87,0.17,true
487,1,55,14,2,Nidhi Jhaveri,picker,471,full_time,morning,48,16345,0.84,0.1,true
488,1,55,14,2,Unnati Manne,packer,471,contract,evening,13,16597,0.76,0.18,true
489,1,55,14,2,Aarnav Loyal,packer,471,full_time,evening,47,17421,0.83,0.19,true
490,1,55,14,2,Harshil Balay,packer,471,contract,evening,8,20494,0.94,0.15,true
491,1,55,14,2,Mohammed Tella,packer,471,full_time,evening,38,20977,0.95,0.16,true
492,1,55,14,2,Lipika Tak,packer,471,contract,evening,5,18437,0.9,0.15,true
493,1,55,14,2,Warda Lad,packer,471,full_time,evening,18,20761,0.86,0.19,true
494,1,55,14,2,Azaan Ganesan,packer,471,full_time,morning,37,20454,1.05,0.09,true
495,1,55,14,2,Mekhala Parmer,packer,471,full_time,evening,44,17279,1.05,0.13,true
496,1,55,14,2,Chakrika Oza,packer,471,full_time,evening,31,18704,0.94,0.1,true
497,1,56,14,2,Zayyan Loke,inventory_associate,472,contract,morning,30,22070,0.83,0.04,true
498,1,56,14,2,David Kothari,inventory_associate,472,full_time,morning,7,25458,1.06,0.05,true
499,1,56,14,2,Advay Chacko,inventory_associate,472,full_time,evening,17,23653,1.07,0.16,true
500,1,56,14,2,Ekani Mann,inventory_associate,472,full_time,evening,6,24954,1.06,0.15,true
501,1,56,14,2,Siddharth Sehgal,inventory_associate,472,full_time,morning,6,21162,0.98,0.1,true
502,1,58,15,3,Radhika Garde,dark_store_manager,41,full_time,day,44,43317,0.93,0.07,true
503,1,59,15,3,Jonathan Srivastava,inventory_lead,502,full_time,day,13,41359,1.03,0.03,true
504,1,60,15,3,Gunbir Chhabra,fleet_manager,41,full_time,day,9,49659,1.04,0.07,true
505,1,58,15,3,Utkarsh Talwar,shift_lead,502,full_time,morning,43,36960,0.83,0.13,true
506,1,58,15,3,Bimala Master,shift_lead,502,full_time,evening,35,32289,1.0,0.1,true
507,1,58,15,3,Avi Shukla,picker,502,full_time,morning,50,20176,1.06,0.13,true
508,1,58,15,3,Anamika Yogi,picker,502,contract,evening,18,22595,0.95,0.09,true
509,1,58,15,3,Arin Parekh,picker,502,full_time,evening,50,20757,0.79,0.13,true
510,1,58,15,3,Jeet Bobal,picker,502,contract,evening,28,19859,0.76,0.06,true
511,1,58,15,3,Zaitra Rau,picker,502,full_time,evening,28,23891,0.94,0.17,true
512,1,58,15,3,Ubika Kashyap,picker,502,contract,evening,42,20241,0.82,0.12,true
513,1,58,15,3,Ikbal Narasimhan,picker,502,full_time,evening,11,19352,0.82,0.06,true
514,1,58,15,3,Gabriel Dara,picker,502,full_time,evening,23,18233,0.96,0.08,true
515,1,58,15,3,Ekantika Varma,picker,502,contract,morning,10,20171,0.97,0.15,true
516,1,58,15,3,Arunima Batra,picker,502,full_time,evening,11,17668,0.77,0.12,true
517,1,58,15,3,Dhriti Sem,picker,502,contract,morning,46,22006,0.97,0.08,true
518,1,58,15,3,Tarak Sachdev,picker,502,contract,morning,26,19368,0.97,0.16,true
519,1,58,15,3,Yuvraj Sarma,picker,502,full_time,evening,5,16082,0.94,0.13,true
520,1,58,15,3,Yashica Kapadia,picker,502,contract,morning,45,17909,0.9,0.08,true
521,1,58,15,3,Lipika Chana,picker,502,full_time,morning,52,20930,1.0,0.13,true
522,1,58,15,3,Tanmayi Buch,packer,502,contract,evening,22,22854,0.81,0.07,true
523,1,58,15,3,Michael Venkatesh,packer,502,full_time,morning,41,22813,1.05,0.19,true
524,1,58,15,3,Ekansh Raja,packer,502,contract,evening,21,17653,0.88,0.12,true
525,1,58,15,3,Dakshesh Ahluwalia,packer,502,full_time,morning,39,17163,0.74,0.15,true
526,1,58,15,3,Ubika Nanda,packer,502,contract,evening,8,20713,0.88,0.16,true
527,1,58,15,3,Maanas Gill,packer,502,full_time,evening,48,17091,0.87,0.16,true
528,1,58,15,3,Ishwar Patla,packer,502,full_time,morning,27,19343,1.05,0.1,true
529,1,59,15,3,Aarush Kumer,inventory_associate,503,full_time,morning,49,19954,1.08,0.05,true
530,1,59,15,3,Aradhana Palla,inventory_associate,503,contract,morning,17,19514,1.06,0.11,true
531,1,59,15,3,Anay Nayak,inventory_associate,503,contract,evening,4,22302,0.94,0.16,true
532,1,59,15,3,Vedhika Gola,inventory_associate,503,full_time,evening,50,23551,1.02,0.14,true
533,1,61,16,3,Tarak Bahri,dark_store_manager,41,full_time,day,36,59777,1.1,0.1,true
534,1,62,16,3,Manbir Din,inventory_lead,533,full_time,day,52,44560,0.85,0.04,true
535,1,63,16,3,Peter Zacharia,fleet_manager,41,full_time,day,22,61026,0.98,0.11,true
536,1,61,16,3,Divya Buch,shift_lead,533,full_time,morning,3,36813,0.94,0.13,true
537,1,61,16,3,Charan Contractor,shift_lead,533,full_time,evening,10,35148,0.84,0.14,true
538,1,61,16,3,Ethan Raghavan,picker,533,contract,morning,40,21771,0.96,0.14,true
539,1,61,16,3,Warinder Ganesh,picker,533,contract,evening,8,22446,1.08,0.17,true
540,1,61,16,3,Darsh Kothari,picker,533,full_time,evening,20,20973,0.92,0.14,true
541,1,61,16,3,Dominic Arya,picker,533,full_time,evening,37,17245,1.0,0.19,true
542,1,61,16,3,Wishi Bhatnagar,picker,533,full_time,morning,6,21086,0.85,0.07,true
543,1,61,16,3,Bhavya Kale,picker,533,contract,morning,2,21347,1.08,0.18,true
544,1,61,16,3,Udyati Deol,picker,533,full_time,evening,26,18257,0.72,0.09,true
545,1,61,16,3,Saanvi Kala,picker,533,full_time,evening,29,21514,0.87,0.16,true
546,1,61,16,3,Veda Saha,packer,533,contract,morning,20,18311,1.01,0.18,true
547,1,61,16,3,Daksha Modi,packer,533,contract,morning,14,16384,0.77,0.17,true
548,1,61,16,3,Udant Sengupta,packer,533,contract,evening,22,16411,0.92,0.08,true
549,1,61,16,3,Anay Saxena,packer,533,full_time,evening,38,19301,0.96,0.15,true
550,1,61,16,3,Jack Wali,packer,533,full_time,morning,28,23024,1.05,0.11,true
551,1,61,16,3,Aashi Deshpande,packer,533,full_time,evening,22,20816,1.02,0.13,true
552,1,62,16,3,Riya Chander,inventory_associate,534,contract,morning,18,22935,0.96,0.11,true
553,1,62,16,3,Jagat Bhatti,inventory_associate,534,contract,evening,24,20845,1.02,0.09,true
554,1,64,17,3,Lavanya Nadkarni,dark_store_manager,41,full_time,day,50,45791,0.96,0.07,true
555,1,65,17,3,Pooja Raman,inventory_lead,554,full_time,day,1,51680,0.96,0.05,true
556,1,66,17,3,Nilima Srivastava,fleet_manager,41,full_time,day,4,44407,0.96,0.11,true
557,1,64,17,3,Raksha Rai,shift_lead,554,full_time,evening,31,25206,1.03,0.11,true
558,1,64,17,3,Jai Rajan,shift_lead,554,full_time,morning,28,27304,1.05,0.09,true
559,1,64,17,3,Hitesh Das,picker,554,full_time,evening,52,22425,0.95,0.17,true
560,1,64,17,3,Hemal Tak,picker,554,full_time,morning,30,19675,0.79,0.12,true
561,1,64,17,3,Nachiket Wagle,picker,554,contract,evening,47,19438,0.93,0.07,true
562,1,64,17,3,Samaksh Ravel,picker,554,full_time,evening,17,17947,0.99,0.16,true
563,1,64,17,3,Qadim Sankaran,picker,554,contract,morning,31,21750,0.82,0.1,true
564,1,64,17,3,Akshay Jaggi,picker,554,contract,evening,50,21853,0.94,0.12,true
565,1,64,17,3,Chandran Karan,picker,554,full_time,morning,9,16185,0.93,0.17,true
566,1,64,17,3,Anvi Dalal,packer,554,contract,morning,43,23293,0.99,0.1,true
567,1,64,17,3,Meera Dass,packer,554,contract,evening,9,20935,0.87,0.07,true
568,1,64,17,3,Jeet Aggarwal,packer,554,contract,evening,43,23539,1.04,0.07,true
569,1,64,17,3,Chatresh Dua,packer,554,full_time,morning,22,19356,1.03,0.15,true
570,1,64,17,3,Gavin Chadha,packer,554,contract,evening,47,17901,0.79,0.07,true
571,1,64,17,3,Vinaya Dutta,packer,554,full_time,morning,27,22580,1.03,0.15,true
572,1,64,17,3,Akshay Kapur,packer,554,contract,morning,36,19333,0.85,0.16,true
573,1,65,17,3,Harsh Rai,inventory_associate,555,contract,evening,32,20337,0.82,0.05,true
574,1,65,17,3,Yash Krishnamurthy,inventory_associate,555,full_time,evening,52,19946,0.89,0.08,true
575,1,65,17,3,Ira Vohra,inventory_associate,555,full_time,morning,33,23889,1.05,0.07,true
576,1,67,18,3,Hemal Dasgupta,dark_store_manager,41,full_time,day,22,55489,0.96,0.05,true
577,1,68,18,3,Ekta Basu,inventory_lead,576,full_time,day,52,40360,1.09,0.05,true
578,1,69,18,3,Henry Mann,fleet_manager,41,full_time,day,4,51684,1.02,0.04,true
579,1,67,18,3,Gautami Ghosh,shift_lead,576,full_time,morning,44,30956,0.97,0.07,true
580,1,67,18,3,Umang Gopal,shift_lead,576,full_time,evening,47,30359,0.92,0.12,true
581,1,67,18,3,Christopher Mallick,picker,576,contract,evening,26,16572,1.04,0.18,true
582,1,67,18,3,Idika Divan,picker,576,contract,morning,48,23791,1.05,0.18,true
583,1,67,18,3,Vidhi Amble,picker,576,contract,morning,22,16269,1.03,0.08,true
584,1,67,18,3,Hema Chada,picker,576,full_time,evening,9,20372,0.97,0.17,true
585,1,67,18,3,Aahana Tella,picker,576,contract,evening,12,16518,1.08,0.14,true
586,1,67,18,3,David Thaman,picker,576,full_time,morning,7,20357,1.06,0.1,true
587,1,67,18,3,Kavya Mital,picker,576,contract,evening,4,22314,0.9,0.12,true
588,1,67,18,3,Nikita Tak,packer,576,full_time,evening,1,22487,0.92,0.11,true
589,1,67,18,3,Mekhala Sampath,packer,576,contract,morning,51,17978,0.97,0.14,true
