driver_id,org_id,city_id,primary_store_id,fleet_team_id,driver_name,vehicle_type,employment_mode,tenure_months,rating,acceptance_rate,on_time_rate,daily_order_capacity,attendance_risk_score,active_flag
293,1,2,12,51,Hemal Saini,bike,partner,15,4.3,0.99,0.81,28,0.12,true
294,1,2,12,51,Kavya Kohli,bike,contract,9,4.51,0.91,0.87,14,0.05,true
295,1,2,12,51,Yasti D’Alia,bike,partner,19,4.53,0.87,0.86,14,0.13,true
296,1,2,12,51,Anita Som,bike,partner,17,4.29,0.93,0.85,19,0.16,true
297,1,2,12,51,Aarush Kota,scooter,partner,27,4.25,0.86,0.98,22,0.13,true
298,1,2,12,51,Krish Vasa,bike,contract,11,4.62,0.91,0.83,22,0.04,true
299,1,2,12,51,Yash Chaudhari,bike,partner,5,4.09,0.91,0.89,30,0.04,true
300,1,2,12,51,Guneet Krishnamurthy,bike,partner,28,4.22,0.91,0.82,19,0.13,true
301,1,2,12,51,Shivansh Menon,bike,full_time,35,4.4,0.84,0.83,16,0.1,true
302,1,2,12,51,Yashasvi Kamdar,bike,full_time,18,4.13,0.88,0.85,16,0.05,true
303,1,2,12,51,Jonathan Kapadia,scooter,partner,33,4.38,0.92,0.9,19,0.04,true
304,1,2,12,51,Ekaja Kalla,bike,contract,17,4.51,0.91,0.93,19,0.06,true
305,1,2,12,51,Alexander Dar,bike,partner,19,4.56,0.92,0.82,29,0.12,true
306,1,2,12,51,Edhitha Toor,bike,partner,30,4.26,0.97,0.91,18,0.04,true
307,1,2,12,51,Sneha Bajaj,bike,partner,32,4.07,0.85,0.89,31,0.06,true
308,1,2,12,51,Tripti Chaudhari,bike,partner,26,4.25,0.92,0.83,24,0.08,true
309,1,2,12,51,Abdul Pant,bike,partner,14,4.34,0.89,0.79,26,0.07,true
310,1,2,12,51,Dayita Sangha,bike,partner,16,4.15,0.9,0.94,22,0.08,true
311,1,2,12,51,Tarak Sharaf,bike,partner,35,4.44,0.99,0.86,17,0.07,true
312,1,2,12,51,Rohan Gour,bike,partner,8,4.18,0.99,0.74,27,0.06,true
313,1,2,12,51,Ekanta Narain,ecycle,partner,28,3.8,0.9,0.75,30,0.17,true
314,1,2,12,51,Yatin Chawla,bike,partner,10,4.4,0.94,0.79,21,0.2,true
315,1,2,12,51,Simon Rege,bike,partner,28,4.06,0.92,0.91,23,0.19,true
316,1,2,12,51,Frado Jain,bike,partner,3,4.34,0.85,0.86,18,0.15,true
317,1,2,12,51,Waida Doctor,bike,partner,7,4.2,0.92,0.8,27,0.12,true
318,1,2,13,54,Adweta Mishra,bike,full_time,28,4.69,0.89,0.91,28,0.11,true
319,1,2,13,54,Nicholas Khanna,bike,contract,4,4.25,0.9,0.82,18,0.04,true
320,1,2,13,54,Rishi Zachariah,bike,partner,4,4.35,0.97,0.98,23,0.17,true
321,1,2,13,54,Pushti Roy,bike,partner,27,4.4,0.9,0.85,22,0.12,true
322,1,2,13,54,Arya Contractor,bike,partner,15,4.25,0.92,0.98,30,0.17,true
323,1,2,13,54,Darsh Rattan,bike,partner,22,4.42,0.93,0.93,22,0.18,true
324,1,2,13,54,Reva Baria,bike,partner,32,4.14,0.99,0.84,21,0.06,true
325,1,2,13,54,Zayan Jaggi,bike,partner,35,4.43,0.89,0.89,25,0.09,true
326,1,2,13,54,Isaac Bal,scooter,partner,7,4.59,0.84,0.75,16,0.16,true
327,1,2,13,54,Falak Agarwal,bike,partner,23,3.91,0.96,0.98,17,0.05,true
328,1,2,13,54,Ekanta Maharaj,bike,partner,16,4.25,0.74,0.75,25,0.08,true
329,1,2,13,54,Yashasvi Kant,bike,contract,26,4.39,0.96,0.83,24,0.08,true
330,1,2,13,54,Odika Ghosh,bike,contract,28,4.23,0.8,0.81,27,0.14,true
331,1,2,13,54,Sanaya Padmanabhan,bike,partner,5,3.91,0.77,0.83,27,0.13,true
332,1,2,13,54,Yash Nagi,bike,partner,1,4.64,0.89,0.87,14,0.17,true
333,1,2,13,54,Ryan Srinivas,bike,full_time,22,4.39,0.93,0.93,21,0.03,true
334,1,2,13,54,Chatresh Anand,bike,partner,29,4.25,0.92,0.82,24,0.16,true
335,1,2,13,54,Sneha Verma,bike,partner,22,4.41,0.99,0.88,28,0.09,true
336,1,2,13,54,Ryan Chauhan,scooter,partner,7,4.46,0.88,0.81,23,0.17,true
337,1,2,13,54,Vedant Pradhan,bike,partner,19,4.32,0.94,0.79,27,0.18,true
338,1,2,13,54,Raagini Das,bike,full_time,30,4.76,0.88,0.9,15,0.13,true
339,1,2,13,54,Isaac Shanker,bike,partner,12,4.11,0.9,0.83,18,0.1,true
340,1,2,13,54,Chaitanya Peri,bike,partner,1,3.87,0.86,0.92,19,0.07,true
341,1,2,13,54,Chatresh Sen,bike,partner,17,4.61,0.95,0.72,27,0.16,true
342,1,2,13,54,Unni Sawhney,bike,contract,30,4.66,0.97,0.88,24,0.13,true
343,1,2,13,54,Anita Bali,bike,partner,23,4.43,0.89,0.88,14,0.14,true
344,1,2,13,54,Wakeeta Sharma,bike,partner,11,4.6,0.91,0.88,16,0.18,true
345,1,2,14,57,Ojas Ghose,bike,partner,13,4.15,0.94,0.87,21,0.21,true
346,1,2,14,57,Anmol Peri,bike,partner,18,3.92,0.95,0.83,30,0.15,true
347,1,2,14,57,Udant Lad,ecycle,partner,24,4.87,0.89,0.98,16,0.21,true
348,1,2,14,57,Vansha Ahuja,bike,partner,8,4.1,0.9,0.94,27,0.07,true
349,1,2,14,57,Aadi Hora,scooter,partner,33,4.31,0.99,0.92,28,0.07,true
350,1,2,14,57,Chavvi Om,bike,partner,1,4.26,0.91,0.86,26,0.05,true
351,1,2,14,57,Pranav Guha,bike,partner,14,4.37,0.91,0.89,21,0.12,true
352,1,2,14,57,Geetika De,bike,partner,24,4.16,0.84,0.88,20,0.08,true
353,1,2,14,57,Aayush Warrior,bike,partner,15,4.33,0.94,0.95,22,0.16,true
354,1,2,14,57,Gunbir Vala,bike,partner,3,4.27,0.89,0.87,19,0.2,true
355,1,2,14,57,Ekantika Bhatti,bike,full_time,20,4.57,0.9,0.82,19,0.08,true
356,1,2,14,57,Vamakshi Brahmbhatt,bike,partner,4,4.47,0.88,0.93,21,0.19,true
357,1,2,14,57,Harish Bhagat,bike,partner,6,4.11,0.86,0.86,19,0.05,true
358,1,2,14,57,Vanya Ganesh,bike,contract,26,4.75,0.88,0.9,23,0.1,true
359,1,2,14,57,Alexander Edwin,bike,partner,11,4.19,0.94,0.88,15,0.11,true
360,1,2,14,57,Vinaya Gill,bike,partner,3,4.41,0.79,0.91,20,0.07,true
361,1,2,14,57,Ishaan Vaidya,bike,partner,33,4.04,0.85,0.91,32,0.17,true
362,1,2,14,57,Faraj Dutt,bike,partner,20,4.69,0.97,0.8,14,0.08,true
363,1,2,14,57,Hitesh Tiwari,bike,partner,10,4.39,0.92,0.94,28,0.2,true
364,1,2,14,57,Raghav Chacko,bike,partner,2,4.26,0.99,0.92,27,0.22,true
365,1,2,14,57,Abhiram Barad,bike,partner,32,4.2,0.8,0.83,17,0.17,true
366,1,2,14,57,Watika Pau,bike,partner,22,4.17,0.9,0.85,25,0.05,true
367,1,2,14,57,Umang Varghese,bike,partner,36,4.26,0.81,0.82,16,0.19,true
368,1,2,14,57,Orinder Golla,bike,partner,14,3.95,0.92,0.86,14,0.15,true
369,1,2,14,57,Yamini Dewan,bike,partner,32,4.42,0.9,0.94,28,0.19,true
370,1,2,14,57,Henry Pai,bike,partner,15,4.3,0.94,0.85,32,0.06,true
371,1,2,14,57,Ishanvi Manne,bike,partner,32,4.14,0.86,0.83,15,0.15,true
372,1,3,15,60,Zehaan Bali,bike,partner,28,4.6,0.99,0.82,32,0.16,true
373,1,3,15,60,Manan Ahluwalia,bike,partner,29,4.13,0.99,0.88,25,0.15,true
374,1,3,15,60,Baghyawati Subramaniam,scooter,partner,17,4.32,0.95,0.8,14,0.04,true
375,1,3,15,60,Joshua Lanka,bike,partner,17,4.22,0.86,0.93,18,0.06,true
376,1,3,15,60,Nathaniel Ghosh,ecycle,contract,19,4.51,0.87,0.88,14,0.13,true
377,1,3,15,60,Bhavya Bail,bike,partner,16,4.17,0.95,0.81,30,0.14,true
378,1,3,15,60,Ekalinga Kala,bike,partner,14,4.16,0.78,0.87,22,0.18,true
379,1,3,15,60,Vivaan Shankar,bike,partner,17,4.33,0.92,0.83,27,0.18,true
380,1,3,15,60,Liam Mane,bike,partner,1,4.05,0.88,0.85,28,0.17,true
381,1,3,15,60,Yashasvi Pradhan,bike,partner,35,4.05,0.97,0.82,30,0.12,true
382,1,3,15,60,Yash Kota,bike,partner,11,4.1,0.98,0.88,27,0.12,true
383,1,3,15,60,Brinda Tank,bike,partner,16,4.25,0.94,0.93,22,0.03,true
384,1,3,15,60,Ladli Balay,scooter,partner,5,4.29,0.9,0.93,31,0.04,true
385,1,3,15,60,Bishakha Hayre,bike,partner,27,4.32,0.91,0.94,20,0.11,true
386,1,3,15,60,Damini Dave,bike,partner,29,4.32,0.86,0.77,31,0.12,true
387,1,3,15,60,Ubika Sura,bike,full_time,13,4.79,0.94,0.98,14,0.1,true
388,1,3,15,60,Mason Sekhon,bike,partner,36,4.45,0.91,0.69,15,0.12,true
389,1,3,15,60,Vedant Pingle,bike,full_time,27,4.44,0.99,0.94,14,0.1,true
390,1,3,15,60,Mahika Mangat,bike,partner,5,4.52,0.95,0.85,30,0.04,true
391,1,3,15,60,Ati Lata,scooter,partner,26,4.06,0.94,0.89,15,0.13,true
392,1,3,15,60,Quincy Apte,bike,full_time,18,4.48,0.97,0.92,27,0.05,true
393,1,3,15,60,Brinda Ghosh,bike,contract,13,4.48,0.94,0.91,30,0.09,true
394,1,3,15,60,Vedhika Bhardwaj,bike,partner,14,4.0,0.82,0.78,20,0.14,true
395,1,3,16,63,Naveen Ganesh,bike,partner,32,4.32,0.84,0.88,14,0.05,true
396,1,3,16,63,Teerth Rai,bike,partner,36,4.31,0.88,0.92,32,0.18,true
397,1,3,16,63,Damini Mann,bike,partner,13,4.14,0.89,0.92,32,0.14,true
398,1,3,16,63,Utkarsh Arya,bike,partner,32,4.17,0.85,0.85,18,0.06,true
399,1,3,16,63,Eshana Ramesh,bike,contract,7,4.56,0.89,0.87,29,0.08,true
400,1,3,16,63,Onveer Modi,bike,contract,30,4.57,0.95,0.91,26,0.08,true
401,1,3,16,63,Rajeshri Acharya,bike,partner,28,4.44,0.9,0.77,20,0.16,true
402,1,3,16,63,Gaurav Nayak,bike,partner,24,4.26,0.98,0.8,18,0.04,true
403,1,3,16,63,Avni Randhawa,bike,partner,5,4.32,0.93,0.93,26,0.18,true
404,1,3,16,63,Kamala D’Alia,bike,partner,19,4.43,0.94,0.81,28,0.03,true
405,1,3,16,63,Indrajit Comar,bike,partner,9,4.2,0.88,0.92,19,0.14,true
406,1,3,16,63,Yachana Arya,bike,partner,1,4.49,0.93,0.83,15,0.08,true
407,1,3,16,63,Ekansh Hora,bike,contract,17,4.18,0.89,0.89,21,0.13,true
408,1,3,16,63,Geetika Zacharia,bike,partner,3,4.21,0.89,0.95,28,0.05,true
409,1,3,16,63,Xavier Acharya,bike,partner,8,4.41,0.99,0.86,20,0.14,true
410,1,3,16,63,Divya Sundaram,bike,partner,32,4.47,0.83,0.84,22,0.19,true
411,1,3,16,63,Faris Munshi,bike,partner,6,4.27,0.92,0.78,26,0.05,true
412,1,3,16,63,Jagat Chowdhury,bike,partner,12,4.36,0.91,0.96,24,0.13,true
413,1,3,16,63,Yutika Iyengar,bike,partner,12,4.27,0.92,0.88,23,0.07,true
414,1,3,16,63,Mitali Gandhi,bike,partner,23,4.46,0.95,0.82,23,0.16,true
415,1,3,16,63,Bachittar Kala,bike,full_time,16,4.36,0.99,0.84,30,0.13,true
416,1,3,17,66,Wakeeta Dewan,bike,partner,8,4.35,0.89,0.92,29,0.09,true
417,1,3,17,66,Libni D’Alia,scooter,contract,4,4.25,0.89,0.88,18,0.13,true
418,1,3,17,66,Warinder Ravi,bike,partner,20,4.56,0.88,0.94,19,0.12,true
419,1,3,17,66,Wyatt Rajagopalan,bike,partner,22,4.31,0.85,0.85,31,0.08,true
420,1,3,17,66,Nikita Sachdev,bike,partner,14,4.24,0.92,0.85,29,0.18,true
421,1,3,17,66,Gagan Sarraf,bike,full_time,28,4.56,0.87,0.8,17,0.08,true
422,1,3,17,66,Chaaya Devan,bike,partner,6,4.35,0.91,0.79,25,0.14,true
423,1,3,17,66,Anusha Desai,bike,partner,8,4.28,0.97,0.82,23,0.11,true
424,1,3,17,66,Vrinda Dada,bike,partner,3,4.27,0.95,0.79,15,0.17,true
425,1,3,17,66,Gaurav Samra,bike,partner,34,4.23,0.91,0.92,24,0.22,true
426,1,3,17,66,Varsha Bajwa,bike,contract,6,4.38,0.91,0.8,32,0.05,true
427,1,3,17,66,Ranveer Narasimhan,bike,partner,8,4.56,0.97,0.93,31,0.21,true
428,1,3,17,66,Bhavna Dewan,bike,partner,22,4.55,0.99,0.8,29,0.1,true
429,1,3,17,66,Amara Chatterjee,bike,partner,17,4.39,0.96,0.72,22,0.13,true
430,1,3,17,66,Hemangini Acharya,bike,partner,12,4.4,0.83,0.87,29,0.16,true
431,1,3,17,66,Anthony Kalita,scooter,full_time,19,4.47,0.95,0.79,27,0.09,true
432,1,3,17,66,Bhavini Lal,bike,partner,22,4.23,0.91,0.84,17,0.08,true
433,1,3,17,66,Advika Madan,ecycle,partner,14,4.34,0.93,0.83,20,0.22,true
434,1,3,17,66,Aarav Loyal,bike,partner,32,4.37,0.89,0.9,21,0.16,true
435,1,3,17,66,Jasmit Sodhi,bike,partner,10,4.47,0.95,0.87,30,0.13,true
436,1,3,17,66,Orinder Kanda,bike,partner,24,4.28,0.89,0.89,17,0.07,true
437,1,3,17,66,Utkarsh Ramachandran,bike,partner,24,4.32,0.94,0.85,32,0.18,true
438,1,3,18,69,Benjamin Char,bike,contract,21,4.68,0.92,0.87,27,0.05,true
439,1,3,18,69,Wazir Merchant,ecycle,partner,27,4.25,0.89,0.84,21,0.13,true
440,1,3,18,69,Lucky Dhaliwal,bike,partner,24,4.53,0.89,0.76,30,0.05,true
441,1,3,18,69,Harish Dhingra,bike,contract,36,4.44,0.85,0.84,30,0.07,true
442,1,3,18,69,Tanish Uppal,bike,partner,35,4.2,0.97,0.86,32,0.05,true
443,1,3,18,69,Xalak Puri,bike,partner,9,4.17,0.94,0.87,15,0.07,true
444,1,3,18,69,Vrishti Kar,bike,partner,33,4.52,0.8,0.89,18,0.14,true
445,1,3,18,69,Jeremiah Raja,bike,partner,30,4.25,0.86,0.93,27,0.08,true
446,1,3,18,69,Reva Randhawa,bike,partner,18,4.44,0.87,0.86,30,0.11,true
447,1,3,18,69,Banjeet Mahal,bike,partner,28,4.39,0.97,0.9,22,0.11,true
448,1,3,18,69,Neel Issac,bike,partner,26,4.48,0.89,0.79,32,0.13,true
449,1,3,18,69,Dev Bose,bike,contract,8,4.35,0.89,0.91,23,0.13,true
450,1,3,18,69,Madhav Kurian,bike,partner,20,4.49,0.9,0.77,20,0.13,true
451,1,3,18,69,Vedant Dani,bike,partner,30,4.37,0.9,0.87,26,0.21,true
452,1,3,18,69,Gaurangi Naidu,bike,partner,8,4.34,0.93,0.87,17,0.03,true
453,1,3,18,69,Yasti Chaudhary,bike,partner,11,4.1,0.88,0.89,14,0.05,true
454,1,3,18,69,Rajata Anne,bike,partner,25,4.4,0.89,0.83,18,0.06,true
455,1,3,18,69,Ishanvi Mall,bike,contract,36,4.57,0.9,0.83,26,0.12,true
456,1,3,18,69,Samesh Dyal,bike,partner,11,4.72,0.96,0.88,17,0.14,true
457,1,3,18,69,Harinakshi Narain,bike,partner,1,4.61,0.92,0.91,14,0.16,true
458,1,3,19,72,Owen Issac,bike,partner,9,4.46,0.96,0.72,18,0.14,true
459,1,3,19,72,Ati Krish,bike,partner,10,4.16,0.91,0.89,21,0.03,true
460,1,3,19,72,Ishwar Karpe,scooter,partner,22,4.33,0.89,0.88,30,0.15,true
461,1,3,19,72,Jagdish Kari,bike,partner,17,4.34,0.92,0.78,28,0.2,true
462,1,3,19,72,William Sani,bike,partner,30,4.17,0.95,0.85,17,0.05,true
463,1,3,19,72,Madhavi Arya,scooter,partner,4,4.14,0.9,0.85,19,0.12,true
464,1,3,19,72,Ekantika Baria,bike,contract,9,4.44,0.88,0.91,24,0.06,true
465,1,3,19,72,Imaran Ahluwalia,scooter,partner,1,4.36,0.91,0.85,24,0.11,true
466,1,3,19,72,Vasatika Dhar,scooter,partner,32,4.46,0.93,0.81,21,0.18,true
467,1,3,19,72,Wakeeta Choudhary,bike,partner,20,4.41,0.88,0.94,16,0.09,true
468,1,3,19,72,Madhav Nayak,bike,contract,25,4.77,0.94,0.8,14,0.12,true
469,1,3,19,72,Nidhi Ramaswamy,bike,partner,3,4.26,0.87,0.9,15,0.13,true
470,1,3,19,72,Bishakha Bhatia,bike,contract,36,4.3,0.93,0.91,23,0.06,true
471,1,3,19,72,Eiravati Kala,bike,contract,1,4.39,0.86,0.82,28,0.1,true
472,1,3,19,72,Laban Sule,bike,partner,34,4.43,0.98,0.81,15,0.21,true
473,1,3,19,72,Saksham Issac,bike,partner,32,4.7,0.95,0.83,17,0.22,true
474,1,3,19,72,Yoshita Kamdar,bike,partner,15,4.1,0.85,0.83,23,0.1,true
475,1,3,19,72,Waida Datta,bike,partner,4,4.64,0.98,0.85,23,0.07,true
476,1,3,19,72,Falak Nagarajan,bike,full_time,32,4.67,0.89,0.77,28,0.07,true
477,1,3,19,72,Krisha Ahluwalia,bike,contract,7,4.27,0.93,0.91,25,0.12,true
478,1,3,19,72,Alka Rajagopalan,scooter,contract,20,4.7,0.9,0.8,20,0.08,true
479,1,3,19,72,Suhani Purohit,scooter,contract,17,4.41,0.95,0.86,21,0.13,true
480,1,3,19,72,Laban Dhingra,bike,partner,23,4.41,0.91,0.94,17,0.11,true
481,1,3,19,72,Reyansh Kant,bike,contract,30,4.52,0.9,0.89,28,0.04,true
482,1,3,19,72,Anamika Doshi,scooter,partner,32,4.64,0.99,0.82,17,0.07,true
483,1,3,19,72,Simon Venkatesh,bike,partner,15,4.52,0.92,0.88,17,0.15,true
484,1,3,19,72,Chaitanya Bhattacharyya,bike,partner,16,4.05,0.99,0.86,28,0.04,true
485,1,3,19,72,Yashoda Nori,ecycle,partner,8,4.18,0.92,0.87,21,0.19,true
486,1,3,19,72,Keya Balakrishnan,scooter,partner,19,4.02,0.91,0.79,28,0.07,true
487,1,3,19,72,Hemang Keer,bike,partner,30,4.43,0.9,0.96,32,0.21,true
488,1,3,19,72,Suhani Dugal,bike,partner,34,4.3,0.94,0.9,22,0.09,true
489,1,3,19,72,Yauvani Sami,bike,partner,11,4.4,0.98,0.97,25,0.06,true
490,1,3,19,72,Wridesh Bhargava,bike,partner,28,4.18,0.94,0.9,15,0.21,true
491,1,3,19,72,Harish Sibal,bike,partner,35,4.06,0.84,0.92,16,0.05,true
492,1,3,20,75,Urvi Swamy,bike,partner,24,4.19,0.85,0.95,14,0.06,true
493,1,3,20,75,Yauvani Bhardwaj,bike,partner,19,4.08,0.91,0.91,20,0.06,true
494,1,3,20,75,Maanav Amble,bike,partner,17,4.16,0.93,0.93,26,0.1,true
495,1,3,20,75,Aarini Mammen,scooter,partner,26,4.3,0.86,0.79,24,0.08,true
496,1,3,20,75,Pavani Tata,bike,partner,14,4.32,0.92,0.85,16,0.07,true
497,1,3,20,75,Qushi Mane,bike,partner,4,4.23,0.87,0.76,26,0.1,true
498,1,3,20,75,Aarnav Grewal,bike,partner,12,4.47,0.98,0.88,21,0.15,true
499,1,3,20,75,Anay Das,bike,partner,30,4.42,0.92,0.8,14,0.12,true
500,1,3,20,75,Banjeet Kapur,bike,partner,3,4.37,0.95,0.92,31,0.15,true
501,1,3,20,75,Vritti Mohanty,bike,partner,27,4.26,0.98,0.95,31,0.2,true
502,1,3,20,75,Lakshit Sampath,bike,partner,26,4.49,0.96,0.84,23,0.22,true
503,1,3,20,75,Laksh Kadakia,scooter,partner,22,4.53,0.99,0.81,30,0.07,true
504,1,3,20,75,Mahika Raghavan,bike,contract,33,3.97,0.82,0.83,21,0.04,true
505,1,3,20,75,Shaurya Mittal,bike,partner,26,4.63,0.95,0.9,25,0.14,true
506,1,3,20,75,Christopher Zacharia,bike,partner,35,4.16,0.9,0.83,28,0.07,true
507,1,4,21,78,Advay Chand,bike,partner,5,4.33,0.89,0.92,17,0.08,true
508,1,4,21,78,Anamika Kakar,bike,partner,8,4.52,0.88,0.95,21,0.08,true
509,1,4,21,78,Girindra Mahajan,scooter,partner,2,4.11,0.88,0.92,32,0.17,true
510,1,4,21,78,Balveer Bains,bike,partner,2,4.39,0.97,0.74,15,0.21,true
511,1,4,21,78,Mitali Dass,bike,contract,4,4.6,0.96,0.81,19,0.12,true
512,1,4,21,78,Umang Mohan,bike,contract,35,4.36,0.87,0.92,26,0.06,true
513,1,4,21,78,Sai Sem,bike,partner,19,4.38,0.87,0.76,32,0.17,true
514,1,4,21,78,Yashoda Sharma,bike,full_time,34,4.4,0.92,0.88,18,0.12,true
515,1,4,21,78,Indali Parsa,bike,contract,14,4.58,0.88,0.92,19,0.06,true
516,1,4,21,78,Zehaan Dara,bike,full_time,16,4.48,0.85,0.83,21,0.11,true
517,1,4,21,78,Avni Mistry,bike,partner,3,4.24,0.96,0.88,23,0.19,true
518,1,4,21,78,Tanvi Khatri,bike,full_time,31,4.78,0.94,0.95,20,0.14,true
519,1,4,21,78,Lohit Upadhyay,bike,partner,1,4.09,0.86,0.96,25,0.14,true
520,1,4,21,78,Jyoti Kulkarni,bike,partner,6,4.25,0.92,0.8,27,0.22,true
521,1,4,21,78,Amruta Uppal,bike,full_time,11,4.45,0.87,0.76,28,0.09,true
522,1,4,21,78,Reyansh Palan,bike,full_time,9,4.57,0.91,0.92,15,0.1,true
523,1,4,21,78,Nitesh Dewan,bike,partner,7,4.32,0.91,0.89,14,0.03,true
524,1,4,21,78,Elijah Yogi,bike,partner,31,4.12,0.97,0.98,23,0.1,true
525,1,4,21,78,Chandran Wason,bike,partner,34,4.28,0.99,0.92,15,0.18,true
526,1,4,21,78,Siya Gara,bike,partner,18,4.2,0.86,0.83,31,0.21,true
527,1,4,21,78,Umang Jhaveri,bike,partner,23,4.42,0.9,0.92,23,0.13,true
528,1,4,21,78,Dhruv Gupta,bike,partner,19,4.32,0.91,0.85,15,0.05,true
529,1,4,22,81,Ikshita Kashyap,bike,partner,22,4.55,0.87,0.78,19,0.16,true
530,1,4,22,81,Hemani Magar,bike,partner,19,4.23,0.82,0.89,15,0.04,true
531,1,4,22,81,Elijah Ravi,bike,partner,34,4.49,0.86,0.95,27,0.2,true
532,1,4,22,81,Rushil Bhandari,bike,partner,9,4.39,0.9,0.93,32,0.1,true
533,1,4,22,81,Jeremiah Sarkar,bike,partner,28,4.3,0.98,0.83,14,0.14,true
534,1,4,22,81,Yash Chacko,bike,contract,12,4.37,0.91,0.97,32,0.12,true
535,1,4,22,81,Wazir Babu,bike,partner,2,4.31,0.83,0.97,23,0.04,true
536,1,4,22,81,Adweta Mital,bike,partner,8,4.0,0.95,0.9,22,0.07,true
537,1,4,22,81,Kashish Prasad,bike,partner,28,3.79,0.93,0.89,24,0.09,true
538,1,4,22,81,Kevin Guha,bike,partner,13,4.16,0.95,0.93,32,0.21,true
539,1,4,22,81,Nilima Deshpande,bike,partner,24,4.16,0.96,0.92,22,0.2,true
540,1,4,22,81,Aarnav Swaminathan,bike,partner,35,4.11,0.87,0.88,15,0.13,true
541,1,4,22,81,Imaran Lanka,bike,partner,29,4.28,0.89,0.79,30,0.19,true
542,1,4,22,81,Tarak Devan,bike,partner,20,4.45,0.89,0.83,29,0.2,true
543,1,4,22,81,Maanav Sawhney,bike,partner,10,4.34,0.88,0.91,26,0.19,true
544,1,4,22,81,Bhavna Malhotra,bike,partner,12,4.09,0.87,0.9,14,0.13,true
545,1,4,22,81,Geetika Kapadia,bike,partner,25,4.33,0.95,0.83,18,0.06,true
546,1,4,22,81,Upasna Gour,bike,partner,22,4.23,0.88,0.86,29,0.09,true
547,1,4,22,81,Girish Varghese,bike,partner,35,4.31,0.93,0.71,27,0.2,true
548,1,4,22,81,Ria Acharya,bike,full_time,23,4.29,0.91,0.85,22,0.11,true
549,1,4,22,81,Kavya Virk,bike,partner,26,4.17,0.95,0.84,23,0.04,true
550,1,4,22,81,Karan Manne,bike,contract,1,4.35,0.88,0.88,21,0.11,true
551,1,4,22,81,Tripti Butala,bike,partner,23,4.11,0.99,0.98,31,0.04,true
552,1,4,22,81,Deepa Sachdeva,bike,partner,4,4.25,0.92,0.85,29,0.19,true
553,1,4,22,81,Urvashi Rattan,scooter,partner,2,4.34,0.91,0.76,27,0.1,true
554,1,4,22,81,Veer Sethi,bike,partner,23,4.23,0.92,0.97,25,0.13,true
555,1,4,22,81,Anamika Srinivas,bike,partner,22,4.14,0.95,0.9,21,0.06,true
556,1,4,22,81,Noah Shah,bike,partner,24,4.39,0.95,0.91,15,0.08,true
557,1,4,22,81,Charita Venkataraman,bike,partner,7,4.34,0.9,0.77,27,0.13,true
558,1,4,22,81,Rajeshri Sandal,bike,partner,12,4.18,0.88,0.79,26,0.17,true
559,1,4,22,81,Maanas Nagi,bike,partner,18,4.47,0.91,0.92,25,0.13,true
560,1,4,22,81,Pratyush Brar,bike,partner,5,4.13,0.89,0.77,27,0.04,true
561,1,4,23,84,Lakshit Mohan,bike,contract,15,4.53,0.9,0.9,24,0.09,true
562,1,4,23,84,William Borra,scooter,contract,30,4.6,0.84,0.87,20,0.06,true
563,1,4,23,84,Wahab Din,bike,partner,10,4.26,0.99,0.85,17,0.2,true
564,1,4,23,84,Gautam Sekhon,bike,contract,6,4.3,0.98,0.8,30,0.11,true
565,1,4,23,84,Turvi Bhagat,bike,partner,5,4.13,0.79,0.87,23,0.13,true
566,1,4,23,84,Jyoti Dua,bike,partner,4,4.51,0.88,0.86,29,0.06,true
567,1,4,23,84,Mugdha Palla,bike,partner,17,4.22,0.91,0.88,31,0.09,true
568,1,4,23,84,Fariq Pathak,bike,partner,11,4.31,0.92,0.89,14,0.07,true
569,1,4,23,84,Sai Gara,bike,partner,32,4.12,0.93,0.98,24,0.16,true
570,1,4,23,84,Quincy Dalal,bike,partner,12,4.16,0.84,0.94,30,0.2,true
571,1,4,23,84,Yashasvi Gupta,bike,contract,6,4.76,0.85,0.89,32,0.13,true
572,1,4,23,84,Yoshita Oak,bike,partner,31,4.34,0.96,0.84,29,0.21,true
573,1,4,23,84,Gabriel Srinivasan,bike,partner,26,4.34,0.97,0.84,23,0.13,true
574,1,4,23,84,Benjamin Karpe,bike,partner,13,4.4,0.84,0.83,27,0.1,true
575,1,4,23,84,Faris Nadig,bike,partner,15,4.46,0.96,0.84,25,0.14,true
576,1,4,23,84,Hritik Kalita,bike,contract,30,4.74,0.85,0.9,26,0.1,true
577,1,4,23,84,Xiti Krishnan,bike,partner,33,4.45,0.96,0.77,17,0.18,true
578,1,4,23,84,Gaurang Ram,bike,partner,14,4.04,0.98,0.88,26,0.1,true
579,1,4,23,84,Samar Sani,bike,partner,29,4.04,0.97,0.98,16,0.06,true
580,1,4,23,84,Laksh Gill,bike,partner,11,4.15,0.87,0.81,30,0.04,true
581,1,4,23,84,Keya Rattan,scooter,partner,35,4.14,0.91,0.77,15,0.16,true
582,1,4,23,84,Garima Prashad,bike,partner,3,4.36,0.99,0.93,26,0.1,true
583,1,4,24,87,Harinakshi Raman,bike,partner,20,4.5,0.94,0.82,24,0.18,true
584,1,4,24,87,Samarth Parikh,bike,contract,16,4.7,0.85,0.85,31,0.04,true
585,1,4,24,87,Jai Gokhale,bike,partner,28,4.24,0.81,0.95,17,0.2,true
